parametro,activo,mercado,hecho,fuente_respaldo,precision_temporal,estado_documental,semantica_pendiente,compatibilidad_motor,cambio_propuesto,supuesto_adicional_necesario,fact_id,source_id,known_from_utc,conocimiento_documental,aplicabilidad_documental,loadable_by_rulebook
MIN_NOTIONAL.applyToMarket,BTCUSDT,spot,"{""original"":true,""normalizado"":true,""unidad"":""boolean""}",https://web.archive.org/web/20220102134838id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,"Banderas MARKET, promedio de precio y exenciones/reducciones requieren tratamiento propio.",min_notional/max_notional únicos; sin banderas MARKET ni precio medio del filtro.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Usar quantity*primer reference_price del fill es proxy diagnóstico; no validación de la orden.,SPOTI22_BTCUSDT_MIN_NOTIONAL_applyToMarket,SPOTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:45.301150Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""MIN_NOTIONAL"",""flags"":{""applyToMarket"":true,""avgPriceMins"":5},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
MIN_NOTIONAL.avgPriceMins,BTCUSDT,spot,"{""original"":5,""normalizado"":""5"",""unidad"":""minutes""}",https://web.archive.org/web/20220102134838id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,"Banderas MARKET, promedio de precio y exenciones/reducciones requieren tratamiento propio.",min_notional/max_notional únicos; sin banderas MARKET ni precio medio del filtro.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Usar quantity*primer reference_price del fill es proxy diagnóstico; no validación de la orden.,SPOTI22_BTCUSDT_MIN_NOTIONAL_avgPriceMins,SPOTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:45.301150Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""MIN_NOTIONAL"",""flags"":{""applyToMarket"":true,""avgPriceMins"":5},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
ICEBERG_PARTS.limit,BTCUSDT,spot,"{""original"":10,""normalizado"":""10"",""unidad"":""dimensionless""}",https://web.archive.org/web/20220102134838id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,SPOTI22_BTCUSDT_ICEBERG_PARTS_limit,SPOTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:45.301150Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""ICEBERG_PARTS"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
MARKET_LOT_SIZE.minQty,BTCUSDT,spot,"{""original"":""0.00000000"",""normalizado"":""0"",""unidad"":""BTC""}",https://web.archive.org/web/20220102134838id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,LOT_SIZE y MARKET_LOT_SIZE son filtros distintos; maxQty limita cada orden. El cero está publicado; semántica histórica pendiente; nunca módulo por cero.,El motor usa un único step/min_qty/max_qty y exige valores positivos.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,SPOTI22_BTCUSDT_MARKET_LOT_SIZE_minQty,SPOTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:45.301150Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""MARKET"",""filter_type"":""MARKET_LOT_SIZE"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
MARKET_LOT_SIZE.maxQty,BTCUSDT,spot,"{""original"":""158.46776833"",""normalizado"":""158.46776833"",""unidad"":""BTC""}",https://web.archive.org/web/20220102134838id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,LOT_SIZE y MARKET_LOT_SIZE son filtros distintos; maxQty limita cada orden.,El motor usa un único step/min_qty/max_qty y exige valores positivos.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,SPOTI22_BTCUSDT_MARKET_LOT_SIZE_maxQty,SPOTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:45.301150Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""MARKET"",""filter_type"":""MARKET_LOT_SIZE"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
MARKET_LOT_SIZE.stepSize,BTCUSDT,spot,"{""original"":""0.00000000"",""normalizado"":""0"",""unidad"":""BTC""}",https://web.archive.org/web/20220102134838id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,LOT_SIZE y MARKET_LOT_SIZE son filtros distintos; maxQty limita cada orden. El cero está publicado; semántica histórica pendiente; nunca módulo por cero.,El motor usa un único step/min_qty/max_qty y exige valores positivos.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,SPOTI22_BTCUSDT_MARKET_LOT_SIZE_stepSize,SPOTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:45.301150Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""MARKET"",""filter_type"":""MARKET_LOT_SIZE"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
MAX_NUM_ORDERS.maxNumOrders,BTCUSDT,spot,"{""original"":200,""normalizado"":""200"",""unidad"":""dimensionless""}",https://web.archive.org/web/20220102134838id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,SPOTI22_BTCUSDT_MAX_NUM_ORDERS_maxNumOrders,SPOTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:45.301150Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""MAX_NUM_ORDERS"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
MAX_NUM_ALGO_ORDERS.maxNumAlgoOrders,BTCUSDT,spot,"{""original"":5,""normalizado"":""5"",""unidad"":""dimensionless""}",https://web.archive.org/web/20220102134838id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,SPOTI22_BTCUSDT_MAX_NUM_ALGO_ORDERS_maxNumAlgoOrders,SPOTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:45.301150Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""MAX_NUM_ALGO_ORDERS"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
PRICE_FILTER.minPrice,ETHUSDT,spot,"{""original"":""0.01000000"",""normalizado"":""0.01"",""unidad"":""USDT""}",https://web.archive.org/web/20220102134838id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,SPOTI22_ETHUSDT_PRICE_FILTER_minPrice,SPOTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:45.301150Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""PRICE_FILTER"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
PRICE_FILTER.maxPrice,ETHUSDT,spot,"{""original"":""1000000.00000000"",""normalizado"":""1000000"",""unidad"":""USDT""}",https://web.archive.org/web/20220102134838id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,SPOTI22_ETHUSDT_PRICE_FILTER_maxPrice,SPOTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:45.301150Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""PRICE_FILTER"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
PRICE_FILTER.tickSize,ETHUSDT,spot,"{""original"":""0.01000000"",""normalizado"":""0.01"",""unidad"":""USDT""}",https://web.archive.org/web/20220102134838id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,Órdenes anteriores pueden conservar condiciones; tick no define liquidez ni fills subminuto.,Compatible con redondeo adverso por tick; evento no prueba continuidad.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,SPOTI22_ETHUSDT_PRICE_FILTER_tickSize,SPOTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:45.301150Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""PRICE_FILTER"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
PERCENT_PRICE.multiplierUp,ETHUSDT,spot,"{""original"":""5"",""normalizado"":""5"",""unidad"":""dimensionless""}",https://web.archive.org/web/20220102134838id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,SPOTI22_ETHUSDT_PERCENT_PRICE_multiplierUp,SPOTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:45.301150Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""PERCENT_PRICE"",""flags"":{""avgPriceMins"":5},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
PERCENT_PRICE.multiplierDown,ETHUSDT,spot,"{""original"":""0.2"",""normalizado"":""0.2"",""unidad"":""dimensionless""}",https://web.archive.org/web/20220102134838id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,SPOTI22_ETHUSDT_PERCENT_PRICE_multiplierDown,SPOTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:45.301150Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""PERCENT_PRICE"",""flags"":{""avgPriceMins"":5},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
PERCENT_PRICE.avgPriceMins,ETHUSDT,spot,"{""original"":5,""normalizado"":""5"",""unidad"":""minutes""}",https://web.archive.org/web/20220102134838id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,"Vigencia, captura, publicación y conocimiento son dimensiones separadas. El campo no tiene representación separada o no se usa en órdenes MARKET del motor.",No cargar: RuleBook exige snapshot completo y cobertura temporal acreditada.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,SPOTI22_ETHUSDT_PERCENT_PRICE_avgPriceMins,SPOTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:45.301150Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""PERCENT_PRICE"",""flags"":{""avgPriceMins"":5},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
LOT_SIZE.minQty,ETHUSDT,spot,"{""original"":""0.00010000"",""normalizado"":""0.0001"",""unidad"":""ETH""}",https://web.archive.org/web/20220102134838id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,LOT_SIZE y MARKET_LOT_SIZE son filtros distintos; maxQty limita cada orden.,El motor usa un único step/min_qty/max_qty y exige valores positivos.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,SPOTI22_ETHUSDT_LOT_SIZE_minQty,SPOTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:45.301150Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""LOT_SIZE"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
LOT_SIZE.maxQty,ETHUSDT,spot,"{""original"":""9000.00000000"",""normalizado"":""9000"",""unidad"":""ETH""}",https://web.archive.org/web/20220102134838id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,LOT_SIZE y MARKET_LOT_SIZE son filtros distintos; maxQty limita cada orden.,El motor usa un único step/min_qty/max_qty y exige valores positivos.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,SPOTI22_ETHUSDT_LOT_SIZE_maxQty,SPOTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:45.301150Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""LOT_SIZE"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
LOT_SIZE.stepSize,ETHUSDT,spot,"{""original"":""0.00010000"",""normalizado"":""0.0001"",""unidad"":""ETH""}",https://web.archive.org/web/20220102134838id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,LOT_SIZE y MARKET_LOT_SIZE son filtros distintos; maxQty limita cada orden.,El motor usa un único step/min_qty/max_qty y exige valores positivos.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Cualquier persistencia fuera del punto/evento sería un supuesto nuevo no aprobado.,SPOTI22_ETHUSDT_LOT_SIZE_stepSize,SPOTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:45.301150Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""LOT_SIZE"",""flags"":{},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
MIN_NOTIONAL.minNotional,ETHUSDT,spot,"{""original"":""10.00000000"",""normalizado"":""10"",""unidad"":""USDT""}",https://web.archive.org/web/20220102134838id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,"Banderas MARKET, promedio de precio y exenciones/reducciones requieren tratamiento propio.",min_notional/max_notional únicos; sin banderas MARKET ni precio medio del filtro.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Usar quantity*primer reference_price del fill es proxy diagnóstico; no validación de la orden.,SPOTI22_ETHUSDT_MIN_NOTIONAL_minNotional,SPOTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:45.301150Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""MIN_NOTIONAL"",""flags"":{""applyToMarket"":true,""avgPriceMins"":5},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
MIN_NOTIONAL.applyToMarket,ETHUSDT,spot,"{""original"":true,""normalizado"":true,""unidad"":""boolean""}",https://web.archive.org/web/20220102134838id_/https://api.binance.com/api/v3/exchangeInfo,"{""kind"":""capture"",""valid_from_utc"":null,""valid_to_exclusive_utc"":null,""effective_at_utc"":null,""earliest_utc"":null,""latest_utc"":null,""observed_at_utc"":""2022-01-02T13:48:38Z"",""continuity_proven"":false}",observacion_puntual,"Banderas MARKET, promedio de precio y exenciones/reducciones requieren tratamiento propio.",min_notional/max_notional únicos; sin banderas MARKET ni precio medio del filtro.,"Conservar evidencia; diagnóstico atemporal, sin interpolar ni forward-fill.",Usar quantity*primer reference_price del fill es proxy diagnóstico; no validación de la orden.,SPOTI22_ETHUSDT_MIN_NOTIONAL_applyToMarket,SPOTI22,,"{""known_from_utc"":null,""document_observed_at_utc"":""2022-01-02T13:48:38Z"",""consulted_at_utc"":""2026-09-24T23:49:45.301150Z"",""publication_labels"":[],""publication_timezone_unknown"":true,""note"":""Captura acredita contenido observado, no inicio operativo ni primera publicación. Versión actual no prueba disponibilidad histórica de todas sus enmiendas.""}","{""orders"":""ver filtro y banderas"",""filter_type"":""MIN_NOTIONAL"",""flags"":{""applyToMarket"":true,""avgPriceMins"":5},""existing_orders_affected"":null,""existing_positions_affected"":null,""position_increases"":null,""semantic_reference"":""DOCSPOTRAW"",""historical_semantic_version_verified"":false}",False
